"","Date","Provinsi","Total.Cases","Total.Deaths","Total.Recovered","Total.Active.Cases","Location.Level","Population","Population.Density","Longitude","Latitude"
"292",2020-03-29,"Riau",3,2,8,-7,"Province",6074100,69.8,101.8051092,0.511647851
"293",2020-03-29,"Sulawesi Barat",1,0,4,-3,"Province",1559984,92.93,119.3450194,-2.461746053
"294",2020-03-29,"Sulawesi Selatan",47,2,83,-38,"Province",9426885,201.78,120.1620559,-3.731080714
"295",2020-03-29,"Sulawesi Tengah",2,0,13,-11,"Province",2955567,47.79,121.2010927,-1.00413668
"296",2020-03-29,"Sulawesi Tenggara",3,0,6,-3,"Province",2635461,69.23,122.070311,-4.124688793
"297",2020-03-29,"Sumatera Barat",5,0,4,1,"Province",5519245,131.37,100.4650624,-0.850253225
"298",2020-03-29,"Sumatera Selatan",2,2,41,-41,"Province",8217551,89.72,104.1694647,-3.216211808
"299",2020-03-29,"Sumatera Utara",8,2,33,-27,"Province",14874889,203.82,99.05196442,2.191894453
"300",2020-03-30,"Aceh",5,1,0,4,"Province",5247257,90.54,96.91052174,4.225614628
"301",2020-03-30,"Bali",19,2,7,10,"Province",4216171,729.43,115.1317136,-8.369471688
"302",2020-03-30,"Banten",123,7,34,82,"Province",10722374,1109.64,106.1090043,-6.456736388
"303",2020-03-30,"DKI Jakarta",750,111,76,563,"Province",10846145,16334.31,106.8361183,-6.204698991
"304",2020-03-30,"Daerah Istimewa Yogyakarta",18,3,39,-24,"Province",3631015,1158.9,110.4448783,-7.89450185
"306",2020-03-30,"Jambi",2,2,7,-7,"Province",3493357,69.79,102.7236404,-1.69769766
"307",2020-03-30,"Jawa Barat",203,36,636,-469,"Province",45161325,1276.55,107.6037083,-6.920432083
"308",2020-03-30,"Jawa Tengah",77,21,188,-132,"Province",36364072,1108.64,110.2011149,-7.259097177
"309",2020-03-30,"Jawa Timur",104,52,441,-389,"Province",40479023,846.78,112.7329414,-7.723345579
"310",2020-03-30,"Kalimantan Barat",9,2,3,4,"Province",5422814,36.81,111.1211776,-0.086474572
"311",2020-03-30,"Kalimantan Selatan",6,3,83,-80,"Province",4023049,103.84,115.4385783,-2.993594979
"312",2020-03-30,"Kalimantan Tengah",7,1,54,-48,"Province",2570289,16.74,113.4176536,-1.602484653
"313",2020-03-30,"Kalimantan Timur",16,2,124,-110,"Province",3552191,27.52,116.4684405,0.45385803
"314",2020-03-30,"Kalimantan Utara",2,0,0,2,"Province",648407,8.59,116.2188791,2.891012621
"315",2020-03-30,"Kepulauan Bangka Belitung",1,0,33,-32,"Province",1379767,84.01,106.5499324,-2.447444127
"316",2020-03-30,"Kepulauan Riau",6,3,2,1,"Province",1929400,235.24,108.261746,3.916346
"317",2020-03-30,"Lampung",8,1,37,-30,"Province",9095591,262.7,105.0214366,-4.916792975
"318",2020-03-30,"Maluku",1,0,3,-2,"Province",1847097,39.37,129.576792,-3.192572
"319",2020-03-30,"Maluku Utara",1,0,23,-22,"Province",1307803,40.89,127.5391072,0.212036949
"320",2020-03-30,"Papua",9,1,11,-3,"Province",4340348,13.6,138.69603,-4.66620953
"321",2020-03-30,"Papua Barat",2,1,7,-6,"Province",1140701,11.08,132.9762624,-2.045160182
"322",2020-03-30,"Riau",4,2,8,-6,"Province",6074100,69.8,101.8051092,0.511647851
"323",2020-03-30,"Sulawesi Barat",1,0,4,-3,"Province",1559984,92.93,119.3450194,-2.461746053
"324",2020-03-30,"Sulawesi Selatan",51,4,83,-36,"Province",9426885,201.78,120.1620559,-3.731080714
"325",2020-03-30,"Sulawesi Tengah",2,0,13,-11,"Province",2955567,47.79,121.2010927,-1.00413668
"326",2020-03-30,"Sulawesi Tenggara",3,0,6,-3,"Province",2635461,69.23,122.070311,-4.124688793
"327",2020-03-30,"Sumatera Barat",8,0,4,4,"Province",5519245,131.37,100.4650624,-0.850253225
"328",2020-03-30,"Sumatera Selatan",2,2,41,-41,"Province",8217551,89.72,104.1694647,-3.216211808
"329",2020-03-30,"Sumatera Utara",14,2,33,-21,"Province",14874889,203.82,99.05196442,2.191894453
"330",2020-03-31,"Aceh",5,1,0,4,"Province",5247257,90.54,96.91052174,4.225614628
"331",2020-03-31,"Bali",19,2,10,7,"Province",4216171,729.43,115.1317136,-8.369471688
"332",2020-03-31,"Banten",137,15,34,88,"Province",10722374,1109.64,106.1090043,-6.456736388
"333",2020-03-31,"Bengkulu",1,1,27,-27,"Province",1999539,100.38,102.3384213,-3.533583627
"334",2020-03-31,"DKI Jakarta",792,121,76,595,"Province",10846145,16334.31,106.8361183,-6.204698991
"335",2020-03-31,"Daerah Istimewa Yogyakarta",23,3,39,-19,"Province",3631015,1158.9,110.4448783,-7.89450185
"337",2020-03-31,"Jambi",2,2,7,-7,"Province",3493357,69.79,102.7236404,-1.69769766
"338",2020-03-31,"Jawa Barat",212,36,639,-463,"Province",45161325,1276.55,107.6037083,-6.920432083
"339",2020-03-31,"Jawa Tengah",89,23,188,-122,"Province",36364072,1108.64,110.2011149,-7.259097177
"340",2020-03-31,"Jawa Timur",105,52,441,-388,"Province",40479023,846.78,112.7329414,-7.723345579
"341",2020-03-31,"Kalimantan Barat",9,2,3,4,"Province",5422814,36.81,111.1211776,-0.086474572
"342",2020-03-31,"Kalimantan Selatan",8,3,83,-78,"Province",4023049,103.84,115.4385783,-2.993594979
"343",2020-03-31,"Kalimantan Tengah",9,1,56,-48,"Province",2570289,16.74,113.4176536,-1.602484653
"344",2020-03-31,"Kalimantan Timur",19,3,124,-108,"Province",3552191,27.52,116.4684405,0.45385803
"345",2020-03-31,"Kalimantan Utara",2,0,0,2,"Province",648407,8.59,116.2188791,2.891012621
"346",2020-03-31,"Kepulauan Bangka Belitung",2,1,33,-32,"Province",1379767,84.01,106.5499324,-2.447444127
"347",2020-03-31,"Kepulauan Riau",7,3,2,2,"Province",1929400,235.24,108.261746,3.916346
"348",2020-03-31,"Lampung",8,2,37,-31,"Province",9095591,262.7,105.0214366,-4.916792975
"349",2020-03-31,"Maluku",1,0,3,-2,"Province",1847097,39.37,129.576792,-3.192572
"350",2020-03-31,"Maluku Utara",1,0,23,-22,"Province",1307803,40.89,127.5391072,0.212036949
"351",2020-03-31,"Nusa Tenggara Barat",4,0,4,0,"Province",5270247,283.77,117.5086257,-8.606998866
"352",2020-03-31,"Papua",10,1,12,-3,"Province",4340348,13.6,138.69603,-4.66620953
"353",2020-03-31,"Papua Barat",2,1,7,-6,"Province",1140701,11.08,132.9762624,-2.045160182
"354",2020-03-31,"Riau",4,2,8,-6,"Province",6074100,69.8,101.8051092,0.511647851
"355",2020-03-31,"Sulawesi Barat",1,0,4,-3,"Province",1559984,92.93,119.3450194,-2.461746053
"356",2020-03-31,"Sulawesi Selatan",51,5,83,-37,"Province",9426885,201.78,120.1620559,-3.731080714
"357",2020-03-31,"Sulawesi Tengah",2,0,13,-11,"Province",2955567,47.79,121.2010927,-1.00413668
"358",2020-03-31,"Sulawesi Tenggara",3,0,6,-3,"Province",2635461,69.23,122.070311,-4.124688793
"359",2020-03-31,"Sumatera Barat",8,0,4,4,"Province",5519245,131.37,100.4650624,-0.850253225
"360",2020-03-31,"Sumatera Selatan",5,2,41,-38,"Province",8217551,89.72,104.1694647,-3.216211808
"361",2020-03-31,"Sumatera Utara",20,4,33,-17,"Province",14874889,203.82,99.05196442,2.191894453
"362",2020-04-01,"Aceh",5,1,0,4,"Province",5247257,90.54,96.91052174,4.225614628
"363",2020-04-01,"Bali",25,2,12,11,"Province",4216171,729.43,115.1317136,-8.369471688
"364",2020-04-01,"Banten",149,15,39,95,"Province",10722374,1109.64,106.1090043,-6.456736388
"365",2020-04-01,"Bengkulu",1,1,27,-27,"Province",1999539,100.38,102.3384213,-3.533583627
"366",2020-04-01,"DKI Jakarta",851,122,76,653,"Province",10846145,16334.31,106.8361183,-6.204698991
"367",2020-04-01,"Daerah Istimewa Yogyakarta",28,3,40,-15,"Province",3631015,1158.9,110.4448783,-7.89450185
"369",2020-04-01,"Jambi",2,2,7,-7,"Province",3493357,69.79,102.7236404,-1.69769766
"370",2020-04-01,"Jawa Barat",239,37,639,-437,"Province",45161325,1276.55,107.6037083,-6.920432083
"371",2020-04-01,"Jawa Tengah",97,30,203,-136,"Province",36364072,1108.64,110.2011149,-7.259097177
"372",2020-04-01,"Jawa Timur",114,56,518,-460,"Province",40479023,846.78,112.7329414,-7.723345579
"373",2020-04-01,"Kalimantan Barat",10,2,3,5,"Province",5422814,36.81,111.1211776,-0.086474572
"374",2020-04-01,"Kalimantan Selatan",8,3,83,-78,"Province",4023049,103.84,115.4385783,-2.993594979
"375",2020-04-01,"Kalimantan Tengah",9,1,56,-48,"Province",2570289,16.74,113.4176536,-1.602484653
"376",2020-04-01,"Kalimantan Timur",20,3,124,-107,"Province",3552191,27.52,116.4684405,0.45385803
"377",2020-04-01,"Kalimantan Utara",2,0,0,2,"Province",648407,8.59,116.2188791,2.891012621
"378",2020-04-01,"Kepulauan Bangka Belitung",2,1,33,-32,"Province",1379767,84.01,106.5499324,-2.447444127
"379",2020-04-01,"Kepulauan Riau",7,3,2,2,"Province",1929400,235.24,108.261746,3.916346
"380",2020-04-01,"Lampung",8,2,37,-31,"Province",9095591,262.7,105.0214366,-4.916792975
"381",2020-04-01,"Maluku",1,0,3,-2,"Province",1847097,39.37,129.576792,-3.192572
"382",2020-04-01,"Maluku Utara",1,0,23,-22,"Province",1307803,40.89,127.5391072,0.212036949
"383",2020-04-01,"Nusa Tenggara Barat",6,0,4,2,"Province",5270247,283.77,117.5086257,-8.606998866
"384",2020-04-01,"Papua",10,1,13,-4,"Province",4340348,13.6,138.69603,-4.66620953
"385",2020-04-01,"Papua Barat",2,1,7,-6,"Province",1140701,11.08,132.9762624,-2.045160182
"386",2020-04-01,"Riau",4,3,8,-7,"Province",6074100,69.8,101.8051092,0.511647851
"387",2020-04-01,"Sulawesi Barat",1,0,4,-3,"Province",1559984,92.93,119.3450194,-2.461746053
"388",2020-04-01,"Sulawesi Selatan",65,5,83,-23,"Province",9426885,201.78,120.1620559,-3.731080714
"389",2020-04-01,"Sulawesi Tengah",2,0,13,-11,"Province",2955567,47.79,121.2010927,-1.00413668
"390",2020-04-01,"Sulawesi Tenggara",3,0,6,-3,"Province",2635461,69.23,122.070311,-4.124688793
"391",2020-04-01,"Sulawesi Utara",3,0,6,-3,"Province",2641884,190.17,124.5212396,1.259638212
"392",2020-04-01,"Sumatera Barat",8,0,4,4,"Province",5519245,131.37,100.4650624,-0.850253225
"393",2020-04-01,"Sumatera Selatan",5,2,41,-38,"Province",8217551,89.72,104.1694647,-3.216211808
"394",2020-04-01,"Sumatera Utara",22,4,33,-15,"Province",14874889,203.82,99.05196442,2.191894453
"395",2020-04-02,"Aceh",5,1,0,4,"Province",5247257,90.54,96.91052174,4.225614628
"396",2020-04-02,"Bali",25,2,12,11,"Province",4216171,729.43,115.1317136,-8.369471688
"397",2020-04-02,"Banten",155,16,39,100,"Province",10722374,1109.64,106.1090043,-6.456736388
"398",2020-04-02,"Bengkulu",1,1,27,-27,"Province",1999539,100.38,102.3384213,-3.533583627
"399",2020-04-02,"DKI Jakarta",920,127,78,715,"Province",10846145,16334.31,106.8361183,-6.204698991
"400",2020-04-02,"Daerah Istimewa Yogyakarta",28,4,40,-16,"Province",3631015,1158.9,110.4448783,-7.89450185
"402",2020-04-02,"Jambi",2,2,7,-7,"Province",3493357,69.79,102.7236404,-1.69769766
"403",2020-04-02,"Jawa Barat",263,41,640,-418,"Province",45161325,1276.55,107.6037083,-6.920432083
"404",2020-04-02,"Jawa Tengah",97,32,204,-139,"Province",36364072,1108.64,110.2011149,-7.259097177
"405",2020-04-02,"Jawa Timur",114,68,609,-563,"Province",40479023,846.78,112.7329414,-7.723345579
"406",2020-04-02,"Kalimantan Barat",10,3,3,4,"Province",5422814,36.81,111.1211776,-0.086474572
"407",2020-04-02,"Kalimantan Selatan",8,3,83,-78,"Province",4023049,103.84,115.4385783,-2.993594979
"408",2020-04-02,"Kalimantan Tengah",9,1,56,-48,"Province",2570289,16.74,113.4176536,-1.602484653
"409",2020-04-02,"Kalimantan Timur",20,3,124,-107,"Province",3552191,27.52,116.4684405,0.45385803
"410",2020-04-02,"Kalimantan Utara",2,0,0,2,"Province",648407,8.59,116.2188791,2.891012621
"411",2020-04-02,"Kepulauan Bangka Belitung",2,1,33,-32,"Province",1379767,84.01,106.5499324,-2.447444127
"412",2020-04-02,"Kepulauan Riau",7,4,4,-1,"Province",1929400,235.24,108.261746,3.916346
"413",2020-04-02,"Lampung",8,2,37,-31,"Province",9095591,262.7,105.0214366,-4.916792975
"414",2020-04-02,"Maluku",1,0,3,-2,"Province",1847097,39.37,129.576792,-3.192572
"415",2020-04-02,"Maluku Utara",1,0,23,-22,"Province",1307803,40.89,127.5391072,0.212036949
"416",2020-04-02,"Nusa Tenggara Barat",6,0,4,2,"Province",5270247,283.77,117.5086257,-8.606998866
"417",2020-04-02,"Papua",10,1,14,-5,"Province",4340348,13.6,138.69603,-4.66620953
"418",2020-04-02,"Papua Barat",2,1,7,-6,"Province",1140701,11.08,132.9762624,-2.045160182
"419",2020-04-02,"Riau",8,3,8,-3,"Province",6074100,69.8,101.8051092,0.511647851
"420",2020-04-02,"Sulawesi Barat",1,0,4,-3,"Province",1559984,92.93,119.3450194,-2.461746053
"421",2020-04-02,"Sulawesi Selatan",65,7,87,-29,"Province",9426885,201.78,120.1620559,-3.731080714
"422",2020-04-02,"Sulawesi Tengah",2,1,13,-12,"Province",2955567,47.79,121.2010927,-1.00413668
"423",2020-04-02,"Sulawesi Tenggara",3,0,6,-3,"Province",2635461,69.23,122.070311,-4.124688793
"424",2020-04-02,"Sulawesi Utara",3,0,6,-3,"Province",2641884,190.17,124.5212396,1.259638212
"425",2020-04-02,"Sumatera Barat",8,0,4,4,"Province",5519245,131.37,100.4650624,-0.850253225
"426",2020-04-02,"Sumatera Selatan",11,2,41,-32,"Province",8217551,89.72,104.1694647,-3.216211808
"427",2020-04-02,"Sumatera Utara",22,4,33,-15,"Province",14874889,203.82,99.05196442,2.191894453
"428",2020-04-03,"Aceh",5,1,0,4,"Province",5247257,90.54,96.91052174,4.225614628
"429",2020-04-03,"Bali",28,2,12,14,"Province",4216171,729.43,115.1317136,-8.369471688
"430",2020-04-03,"Banten",159,19,39,101,"Province",10722374,1109.64,106.1090043,-6.456736388
"431",2020-04-03,"Bengkulu",2,1,27,-26,"Province",1999539,100.38,102.3384213,-3.533583627
"432",2020-04-03,"DKI Jakarta",990,133,80,777,"Province",10846145,16334.31,106.8361183,-6.204698991
"433",2020-04-03,"Daerah Istimewa Yogyakarta",28,4,40,-16,"Province",3631015,1158.9,110.4448783,-7.89450185
"435",2020-04-03,"Jambi",2,2,7,-7,"Province",3493357,69.79,102.7236404,-1.69769766
"436",2020-04-03,"Jawa Barat",265,42,643,-420,"Province",45161325,1276.55,107.6037083,-6.920432083
"437",2020-04-03,"Jawa Tengah",110,33,208,-131,"Province",36364072,1108.64,110.2011149,-7.259097177
"438",2020-04-03,"Jawa Timur",161,69,616,-524,"Province",40479023,846.78,112.7329414,-7.723345579
"439",2020-04-03,"Kalimantan Barat",10,3,3,4,"Province",5422814,36.81,111.1211776,-0.086474572
"440",2020-04-03,"Kalimantan Selatan",8,3,83,-78,"Province",4023049,103.84,115.4385783,-2.993594979
"441",2020-04-03,"Kalimantan Tengah",11,1,56,-46,"Province",2570289,16.74,113.4176536,-1.602484653
"442",2020-04-03,"Kalimantan Timur",21,3,124,-106,"Province",3552191,27.52,116.4684405,0.45385803
"443",2020-04-03,"Kalimantan Utara",8,0,0,8,"Province",648407,8.59,116.2188791,2.891012621
"444",2020-04-03,"Kepulauan Bangka Belitung",2,1,33,-32,"Province",1379767,84.01,106.5499324,-2.447444127
"445",2020-04-03,"Kepulauan Riau",9,4,4,1,"Province",1929400,235.24,108.261746,3.916346
"446",2020-04-03,"Lampung",11,3,37,-29,"Province",9095591,262.7,105.0214366,-4.916792975
"447",2020-04-03,"Maluku",1,0,3,-2,"Province",1847097,39.37,129.576792,-3.192572
"448",2020-04-03,"Maluku Utara",1,0,23,-22,"Province",1307803,40.89,127.5391072,0.212036949
"449",2020-04-03,"Nusa Tenggara Barat",6,0,4,2,"Province",5270247,283.77,117.5086257,-8.606998866
"450",2020-04-03,"Papua",16,2,14,0,"Province",4340348,13.6,138.69603,-4.66620953
"451",2020-04-03,"Papua Barat",2,1,7,-6,"Province",1140701,11.08,132.9762624,-2.045160182
"452",2020-04-03,"Riau",11,3,8,0,"Province",6074100,69.8,101.8051092,0.511647851
"453",2020-04-03,"Sulawesi Barat",2,0,4,-2,"Province",1559984,92.93,119.3450194,-2.461746053
"454",2020-04-03,"Sulawesi Selatan",80,7,87,-14,"Province",9426885,201.78,120.1620559,-3.731080714
"455",2020-04-03,"Sulawesi Tengah",4,2,13,-11,"Province",2955567,47.79,121.2010927,-1.00413668
"456",2020-04-03,"Sulawesi Tenggara",5,0,6,-1,"Province",2635461,69.23,122.070311,-4.124688793
"457",2020-04-03,"Sulawesi Utara",3,0,6,-3,"Province",2641884,190.17,124.5212396,1.259638212
"458",2020-04-03,"Sumatera Barat",8,0,4,4,"Province",5519245,131.37,100.4650624,-0.850253225
"459",2020-04-03,"Sumatera Selatan",12,2,41,-31,"Province",8217551,89.72,104.1694647,-3.216211808
"460",2020-04-03,"Sumatera Utara",22,4,33,-15,"Province",14874889,203.82,99.05196442,2.191894453
"461",2020-04-04,"Aceh",5,1,0,4,"Province",5247257,90.54,96.91052174,4.225614628
"462",2020-04-04,"Bali",33,2,12,19,"Province",4216171,729.43,115.1317136,-8.369471688
"463",2020-04-04,"Banten",162,19,39,104,"Province",10722374,1109.64,106.1090043,-6.456736388
"464",2020-04-04,"Bengkulu",2,1,27,-26,"Province",1999539,100.38,102.3384213,-3.533583627
"465",2020-04-04,"DKI Jakarta",1045,141,85,819,"Province",10846145,16334.31,106.8361183,-6.204698991
"466",2020-04-04,"Daerah Istimewa Yogyakarta",33,4,40,-11,"Province",3631015,1158.9,110.4448783,-7.89450185
"468",2020-04-04,"Jambi",2,2,7,-7,"Province",3493357,69.79,102.7236404,-1.69769766
"469",2020-04-04,"Jawa Barat",289,44,643,-398,"Province",45161325,1276.55,107.6037083,-6.920432083
"470",2020-04-04,"Jawa Tengah",118,34,211,-127,"Province",36364072,1108.64,110.2011149,-7.259097177
"471",2020-04-04,"Jawa Timur",166,71,619,-524,"Province",40479023,846.78,112.7329414,-7.723345579
"472",2020-04-04,"Kalimantan Barat",10,3,3,4,"Province",5422814,36.81,111.1211776,-0.086474572
"473",2020-04-04,"Kalimantan Selatan",8,3,83,-78,"Province",4023049,103.84,115.4385783,-2.993594979
"474",2020-04-04,"Kalimantan Tengah",11,1,58,-48,"Province",2570289,16.74,113.4176536,-1.602484653
"475",2020-04-04,"Kalimantan Timur",23,3,125,-105,"Province",3552191,27.52,116.4684405,0.45385803
"476",2020-04-04,"Kalimantan Utara",8,0,0,8,"Province",648407,8.59,116.2188791,2.891012621
"477",2020-04-04,"Kepulauan Bangka Belitung",2,1,33,-32,"Province",1379767,84.01,106.5499324,-2.447444127
"478",2020-04-04,"Kepulauan Riau",9,4,4,1,"Province",1929400,235.24,108.261746,3.916346
"479",2020-04-04,"Lampung",11,3,37,-29,"Province",9095591,262.7,105.0214366,-4.916792975
"480",2020-04-04,"Maluku",1,0,3,-2,"Province",1847097,39.37,129.576792,-3.192572
"481",2020-04-04,"Maluku Utara",1,0,23,-22,"Province",1307803,40.89,127.5391072,0.212036949
"482",2020-04-04,"Nusa Tenggara Barat",6,0,4,2,"Province",5270247,283.77,117.5086257,-8.606998866
"483",2020-04-04,"Papua",18,2,15,1,"Province",4340348,13.6,138.69603,-4.66620953
"484",2020-04-04,"Papua Barat",2,1,7,-6,"Province",1140701,11.08,132.9762624,-2.045160182
"485",2020-04-04,"Riau",11,3,9,-1,"Province",6074100,69.8,101.8051092,0.511647851
"486",2020-04-04,"Sulawesi Barat",2,0,4,-2,"Province",1559984,92.93,119.3450194,-2.461746053
"487",2020-04-04,"Sulawesi Selatan",80,9,92,-21,"Province",9426885,201.78,120.1620559,-3.731080714
"488",2020-04-04,"Sulawesi Tengah",4,2,13,-11,"Province",2955567,47.79,121.2010927,-1.00413668
"489",2020-04-04,"Sulawesi Tenggara",5,0,7,-2,"Province",2635461,69.23,122.070311,-4.124688793
"490",2020-04-04,"Sulawesi Utara",3,1,6,-4,"Province",2641884,190.17,124.5212396,1.259638212
"491",2020-04-04,"Sumatera Barat",8,0,4,4,"Province",5519245,131.37,100.4650624,-0.850253225
"492",2020-04-04,"Sumatera Selatan",12,2,42,-32,"Province",8217551,89.72,104.1694647,-3.216211808
"493",2020-04-04,"Sumatera Utara",25,5,33,-13,"Province",14874889,203.82,99.05196442,2.191894453
"494",2020-04-05,"Aceh",5,1,0,4,"Province",5247257,90.54,96.91052174,4.225614628
"495",2020-04-05,"Bali",36,2,20,14,"Province",4216171,729.43,115.1317136,-8.369471688
"496",2020-04-05,"Banten",166,19,39,108,"Province",10722374,1109.64,106.1090043,-6.456736388
"497",2020-04-05,"Bengkulu",2,1,27,-26,"Province",1999539,100.38,102.3384213,-3.533583627
"498",2020-04-05,"DKI Jakarta",1130,152,87,891,"Province",10846145,16334.31,106.8361183,-6.204698991
"499",2020-04-05,"Daerah Istimewa Yogyakarta",34,4,40,-10,"Province",3631015,1158.9,110.4448783,-7.89450185
"501",2020-04-05,"Jambi",2,2,7,-7,"Province",3493357,69.79,102.7236404,-1.69769766
"502",2020-04-05,"Jawa Barat",299,44,644,-389,"Province",45161325,1276.55,107.6037083,-6.920432083
"503",2020-04-05,"Jawa Tengah",118,34,211,-127,"Province",36364072,1108.64,110.2011149,-7.259097177
"504",2020-04-05,"Jawa Timur",201,73,627,-499,"Province",40479023,846.78,112.7329414,-7.723345579
"505",2020-04-05,"Kalimantan Barat",10,3,3,4,"Province",5422814,36.81,111.1211776,-0.086474572
"506",2020-04-05,"Kalimantan Selatan",16,4,83,-71,"Province",4023049,103.84,115.4385783,-2.993594979
"507",2020-04-05,"Kalimantan Tengah",11,1,58,-48,"Province",2570289,16.74,113.4176536,-1.602484653
"508",2020-04-05,"Kalimantan Timur",24,3,125,-104,"Province",3552191,27.52,116.4684405,0.45385803
"509",2020-04-05,"Kalimantan Utara",8,0,0,8,"Province",648407,8.59,116.2188791,2.891012621
"510",2020-04-05,"Kepulauan Bangka Belitung",2,1,33,-32,"Province",1379767,84.01,106.5499324,-2.447444127
"511",2020-04-05,"Kepulauan Riau",10,4,4,2,"Province",1929400,235.24,108.261746,3.916346
"512",2020-04-05,"Lampung",11,3,37,-29,"Province",9095591,262.7,105.0214366,-4.916792975
"513",2020-04-05,"Maluku",1,0,3,-2,"Province",1847097,39.37,129.576792,-3.192572
"514",2020-04-05,"Maluku Utara",1,0,23,-22,"Province",1307803,40.89,127.5391072,0.212036949
"515",2020-04-05,"Nusa Tenggara Barat",6,0,4,2,"Province",5270247,283.77,117.5086257,-8.606998866
"516",2020-04-05,"Papua",26,2,15,9,"Province",4340348,13.6,138.69603,-4.66620953
"517",2020-04-05,"Papua Barat",2,1,7,-6,"Province",1140701,11.08,132.9762624,-2.045160182
